MODULE	NODE	P	FDR	N.mod	N.neigh	N.obsrv	N.expct	MEMBER	FILL	FOLD
KEGG_HEMATOPOIETIC_CELL_LINEAGE	XAF1	0.0596882684673731	0.0651711490469952	76	319	12	2.18986541414506	FALSE	0.0376175548589342	5.47978881372711
KEGG_HEMATOPOIETIC_CELL_LINEAGE	ADM	0.060005973331746	0.0655004961910384	76	458	14	3.14407009303586	FALSE	0.0305676855895196	4.45282693633647
KEGG_ASTHMA	PYCARD	0.060299741426183	0.0658035454482195	25	436	7	0.984554240809322	FALSE	0.0160550458715596	7.10981651376147
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	LMO2	0.0605654682601536	0.0660758400044544	103	222	11	2.06539607984825	FALSE	0.0495495495495495	5.32585498119479
KEGG_CELL_ADHESION_MOLECULES_CAMS	MEF2C	0.0609577255446889	0.0664859943942474	95	254	11	2.17956824135128	FALSE	0.0433070866141732	5.04687111479486
KEGG_PRIMARY_IMMUNODEFICIENCY	TBXAS1	0.0613666308647785	0.0669140823845151	32	376	7	1.08680336013007	FALSE	0.0186170212765957	6.44090757978723
KEGG_ASTHMA	IL15	0.0623193222078047	0.0679347263746577	25	491	9	1.10875259687472	FALSE	0.0183299389002037	8.11723014256619
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CLEC2B	0.0638411904125855	0.0695648620820072	76	596	16	4.09140999006413	FALSE	0.0268456375838926	3.91063228541152
KEGG_PRIMARY_IMMUNODEFICIENCY	SRGN	0.0638488383396789	0.0695648620820072	32	1208	14	3.49164483786469	FALSE	0.0115894039735099	4.00957160596027
KEGG_CELL_ADHESION_MOLECULES_CAMS	PRKCD	0.0643460397269794	0.0700878450352378	95	289	11	2.47990244783669	FALSE	0.0380622837370242	4.43565835002732
KEGG_CELL_ADHESION_MOLECULES_CAMS	CDKN1A	0.0648454625000904	0.0706129675782234	95	689	19	5.91229337909855	FALSE	0.0275761973875181	3.21364296081277
KEGG_TYPE_I_DIABETES_MELLITUS,..	LMO2	0.0649207470232792	0.0706682831954859	47	222	7	0.942462288862795	FALSE	0.0315315315315315	7.42735288479969
KEGG_CELL_ADHESION_MOLECULES_CAMS	TAGLN	0.0649309268703189	0.0706682831954859	95	296	13	2.53996928913377	FALSE	0.0439189189189189	5.11817211948791
KEGG_HEMATOPOIETIC_CELL_LINEAGE	MAP3K8	0.065718491704112	0.0715063492601187	76	371	13	2.5468340709963	FALSE	0.0350404312668464	5.104376507306
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	MDFIC	0.066021781285617	0.0718171831113822	38	305	7	1.04687923403487	FALSE	0.0229508196721311	6.68654012079379
KEGG_VIRAL_MYOCARDITIS	IQGAP1	0.0660675023558577	0.0718477479607447	58	385	10	2.01698130250203	FALSE	0.025974025974026	4.95790416480072
KEGG_CELL_ADHESION_MOLECULES_CAMS	TGFBR2	0.0661311376522731	0.0718977728555514	95	243	11	2.08517749074158	FALSE	0.0452674897119342	5.2753303010613
KEGG_PRIMARY_IMMUNODEFICIENCY	IGSF6	0.0661787197394874	0.071930322681389	32	389	9	1.12437900821967	FALSE	0.0231362467866324	8.00441838046273
KEGG_PRIMARY_IMMUNODEFICIENCY	LILRA2	0.0663518760510485	0.0720993066791377	32	371	7	1.07235118778791	FALSE	0.0188679245283019	6.52771226415094
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	FUCA1	0.0664997927476217	0.0722407820495746	103	317	13	2.94923674464818	FALSE	0.0410094637223975	4.40792012495789
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	LGALS3BP	0.0666297215836379	0.0723626464828162	103	325	14	3.02366543221028	FALSE	0.0430769230769231	4.63014189693801
KEGG_TYPE_I_DIABETES_MELLITUS,..	DCN	0.0669889681558832	0.07273342827471	47	231	7	0.980670219492367	FALSE	0.0303030303030303	7.13797549967763
KEGG_ASTHMA	PLAUR	0.0677912489220968	0.0735849099721483	25	1203	12	2.71655676993948	FALSE	0.00997506234413965	4.4173566084788
KEGG_HEMATOPOIETIC_CELL_LINEAGE	OAS1	0.068204243747859	0.0740134952781531	76	477	14	3.27450094842381	FALSE	0.0293501048218029	4.27546066423921
KEGG_HEMATOPOIETIC_CELL_LINEAGE	BTG2	0.0692735525038438	0.075153878009093	76	310	11	2.12808237738235	FALSE	0.0354838709677419	5.16897283531409
KEGG_ASTHMA	TCIRG1	0.0694359980813814	0.0753100729390243	25	498	9	1.12455966037395	FALSE	0.0180722891566265	8.00313253012048
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SERPINB1	0.0694713427268987	0.0753283681642463	103	668	19	6.21479541143528	FALSE	0.0284431137724551	3.05722051043544
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	SIRPA	0.0696916636547407	0.0755471716884812	38	318	7	1.09150031614127	FALSE	0.0220125786163522	6.41319099635882
KEGG_PRIMARY_IMMUNODEFICIENCY	LYN	0.0700989149112069	0.0759684412793701	32	1046	12	3.02339445397886	FALSE	0.011472275334608	3.96904875717017
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	RSAD2	0.0701753087455463	0.0760310214604284	38	264	7	0.90615120585313	FALSE	0.0265151515151515	7.72498006379585
KEGG_CELL_ADHESION_MOLECULES_CAMS	GLB1	0.0707949548062349	0.0766819954157863	95	210	9	1.80200523891247	FALSE	0.0428571428571429	4.99443609022556
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	IL1RN	0.0712276231830748	0.0771301513193615	103	415	15	3.8609881672839	FALSE	0.036144578313253	3.88501579132062
KEGG_CELL_ADHESION_MOLECULES_CAMS	SCO2	0.0714003008049191	0.0772966081735675	95	228	10	1.95646283081926	FALSE	0.043859649122807	5.11126500461681
KEGG_TYPE_I_DIABETES_MELLITUS,..	CASP7	0.0730474214025614	0.0790587568511396	47	241	7	1.02312347574745	FALSE	0.029045643153527	6.84179394367441
KEGG_HEMATOPOIETIC_CELL_LINEAGE	BTN3A1	0.0731334610054614	0.0791308706261322	76	325	12	2.23105410532021	FALSE	0.0369230769230769	5.37862348178138
KEGG_TYPE_I_DIABETES_MELLITUS,..	TSPAN4	0.0734616400020817	0.0794648729871285	47	248	7	1.052840755126	FALSE	0.0282258064516129	6.64867879203844
KEGG_PRIMARY_IMMUNODEFICIENCY	FCGR3B	0.0741935592242798	0.0802353159038166	32	366	7	1.05789901544576	FALSE	0.0191256830601093	6.61688866120219
KEGG_CELL_ADHESION_MOLECULES_CAMS	TAGLN2	0.0744387484969636	0.0804791242699869	95	554	17	4.75386143979767	FALSE	0.0306859205776173	3.57604028120844
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	TPM4	0.0745839622855777	0.0806147439656151	103	533	16	4.95881130882486	FALSE	0.0300187617260788	3.22657971912057
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	VCAN	0.0762533150057594	0.0823972343701248	38	631	11	2.16583867762623	FALSE	0.01743264659271	5.07886395862874
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CSK	0.0765977651061629	0.0827475061838437	103	338	14	3.14461204949869	FALSE	0.0414201183431953	4.45205951628655
KEGG_PRIMARY_IMMUNODEFICIENCY	CASP1	0.0768887704124471	0.0830398720454429	32	1108	13	3.20260139102159	FALSE	0.0117328519855596	4.05920013537906
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CXCL2	0.0771391536636353	0.083288222851335	103	474	16	4.40989973805438	FALSE	0.0337552742616034	3.62820040145836
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	STK17B	0.0772442225982283	0.0833795857910979	38	332	7	1.13955378917894	FALSE	0.0210843373493976	6.14275523145212
KEGG_PRIMARY_IMMUNODEFICIENCY	ISG15	0.0773557640779768	0.0834778851630258	32	360	7	1.04055640863517	FALSE	0.0194444444444444	6.72717013888889
KEGG_PRIMARY_IMMUNODEFICIENCY	CD83	0.0783516516435476	0.0845302153349414	32	367	7	1.06078944991419	FALSE	0.0190735694822888	6.59885899182561
KEGG_ASTHMA	JUNB	0.0795656089784684	0.0858171925410623	25	514	7	1.16069009122934	FALSE	0.0136186770428016	6.03089494163424
KEGG_VIRAL_MYOCARDITIS	ETS2	0.0796408219681279	0.0858755967109382	58	416	11	2.179387589197	FALSE	0.0264423076923077	5.04728945623342
KEGG_VIRAL_MYOCARDITIS	GCH1	0.0803499262177301	0.0866173054441263	58	637	14	3.33718724595791	FALSE	0.021978021978022	4.1951496779083
KEGG_PRIMARY_IMMUNODEFICIENCY	RGS1	0.081145154202939	0.0874514389863553	32	337	7	0.974076415861259	FALSE	0.0207715133531157	7.18629451038576
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	S100A11	0.0813169162221774	0.0876133899148565	38	556	9	1.90840935778159	FALSE	0.0161870503597122	4.71596932979932
KEGG_VIRAL_MYOCARDITIS	COLGALT1	0.0819081834457729	0.0882271238859752	58	221	7	1.15779965676091	FALSE	0.0316742081447964	6.04595100639725
KEGG_PRIMARY_IMMUNODEFICIENCY	MAF	0.082143830088973	0.0884575793113426	32	434	7	1.25444855929907	FALSE	0.0161290322580645	5.58014112903226
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	MVP	0.0822292397278416	0.0885261712095089	103	444	16	4.1307921596965	FALSE	0.036036036036036	3.87334907723257
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	MYO9B	0.0825412645191961	0.0888386313212151	103	247	12	2.29798572847981	FALSE	0.048582995951417	5.22196454541881
KEGG_CELL_ADHESION_MOLECULES_CAMS	FN1	0.0833335334656449	0.0896676737765728	95	448	15	3.84427784301328	FALSE	0.0334821428571429	3.90190319548872
KEGG_HEMATOPOIETIC_CELL_LINEAGE	IFNGR1	0.0834494979477337	0.0897687607210845	76	827	17	5.67717460030711	FALSE	0.0205562273276904	2.9944472729587
KEGG_PRIMARY_IMMUNODEFICIENCY	NFKBIE	0.0841339917405231	0.0904812145413117	32	413	7	1.19374943546202	FALSE	0.0169491525423729	5.86387711864407
KEGG_CELL_ADHESION_MOLECULES_CAMS	FOSL2	0.084509391777246	0.0908609678997447	95	326	13	2.79739860897841	FALSE	0.0398773006134969	4.64717468517921
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	STOM	0.0847471735101756	0.0910925985765848	38	314	7	1.07777075241622	FALSE	0.0222929936305732	6.49488769694938
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CFLAR	0.0851270294597798	0.0914767788897001	38	693	12	2.37864691536447	FALSE	0.0173160173160173	5.04488493962178
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	RAB8B	0.0854196220209145	0.0917670089536939	103	419	15	3.89820251106494	FALSE	0.035799522673031	3.8479273350789
KEGG_HEMATOPOIETIC_CELL_LINEAGE	C1R	0.0863745729237087	0.0927684757138989	76	357	12	2.45072712492096	FALSE	0.0336134453781513	4.89650597080938
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	STK17A	0.0897093198318892	0.0963247029114069	103	398	15	3.70282720621443	FALSE	0.0376884422110553	4.05095867687954
KEGG_ASTHMA	CD44	0.0914368562334897	0.0981537816914001	25	1106	11	2.49751603287869	FALSE	0.00994575045207957	4.40437613019891
KEGG_PRIMARY_IMMUNODEFICIENCY	FCGR2C	0.0923209644012795	0.0990767496351715	32	393	7	1.1359407460934	FALSE	0.0178117048346056	6.16229325699746
KEGG_TYPE_I_DIABETES_MELLITUS,..	TRIB1	0.0931298101449991	0.0998694968807669	47	259	7	1.09953933700659	FALSE	0.027027027027027	6.36630247268545
KEGG_HEMATOPOIETIC_CELL_LINEAGE	TNFSF10	0.0931330973031376	0.0998694968807669	76	760	17	5.21723421551802	FALSE	0.0223684210526316	3.25843144044321
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	RAB31	0.0931331437676418	0.0998694968807669	38	624	11	2.1418119411074	FALSE	0.0176282051282051	5.13583839406208
KEGG_CELL_ADHESION_MOLECULES_CAMS	ARPC5	0.0944146193942139	0.101217040039498	95	641	17	5.50040646734712	FALSE	0.0265210608424337	3.09068067985877
KEGG_TYPE_I_DIABETES_MELLITUS,..	STK17A	0.0953312237158273	0.102172817846853	47	398	8	1.68963959895222	FALSE	0.0201005025125628	4.7347375173741
KEGG_CELL_ADHESION_MOLECULES_CAMS	GNA15	0.0961311703329518	0.103003096306819	95	219	9	1.87923403486587	FALSE	0.0410958904109589	4.78918529199712
KEGG_CELL_ADHESION_MOLECULES_CAMS	TFPI	0.0967788728687869	0.103669854095125	95	528	16	4.53075602926565	FALSE	0.0303030303030303	3.53141945773525
KEGG_VIRAL_MYOCARDITIS	TNIP1	0.0972239369342185	0.104119251610404	58	237	9	1.24162225634541	FALSE	0.0379746835443038	7.24858140549978
KEGG_TYPE_I_DIABETES_MELLITUS,..	CTSK	0.0982057894792273	0.105143120721326	47	254	7	1.07831270887905	FALSE	0.0275590551181102	6.49162338750209
KEGG_HEMATOPOIETIC_CELL_LINEAGE	LGMN	0.0984376158757031	0.105361004331655	76	300	10	2.05943455875711	FALSE	0.0333333333333333	4.85570175438597
KEGG_ASTHMA	TNFAIP3	0.0984609827087581	0.105361004331655	25	1264	12	2.85430403757565	FALSE	0.00949367088607595	4.20417721518987
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	PFN1	0.0992770769960289	0.106206413779273	103	619	18	5.75891970011742	FALSE	0.0290791599353796	3.12558621014163
KEGG_ASTHMA	IFNGR1	0.101462184288721	0.108515562787281	25	827	9	1.86749164483786	FALSE	0.0108827085852479	4.81929866989117
KEGG_HEMATOPOIETIC_CELL_LINEAGE	SGK1	0.103589295139602	0.110761488666184	76	548	15	3.76190046066299	FALSE	0.0273722627737226	3.98734633115636
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CD81	0.105929467668754	0.113233990478634	103	375	15	3.4888447294734	FALSE	0.04	4.29941747572816
KEGG_ASTHMA	SP110	0.106281126944351	0.113580119148655	25	569	9	1.28488844729473	FALSE	0.015817223198594	7.00449912126538
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KLF6	0.106774205538613	0.114077158275924	76	583	16	4.00216782585132	FALSE	0.0274442538593482	3.99783334837953
KEGG_ASTHMA	RAB27A	0.111494052989581	0.119088617772733	25	523	7	1.18101345858549	FALSE	0.0133843212237094	5.92711281070746
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	ITGA5	0.112524304332313	0.120157566464861	38	375	7	1.2871465992232	FALSE	0.0186666666666667	5.43838596491228
KEGG_VIRAL_MYOCARDITIS	OS9	0.112924098042471	0.120552905922795	58	228	7	1.19447204407913	FALSE	0.0307017543859649	5.86032970356927
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ARPC5	0.114136223149159	0.121815021408147	103	641	18	5.9635985909132	FALSE	0.0280811232449298	3.01831180043318
KEGG_PRIMARY_IMMUNODEFICIENCY	C5AR1	0.114170513316822	0.121819728550821	32	421	7	1.21687291120947	FALSE	0.0166270783847981	5.75244952494062
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GEM	0.114894559004962	0.122560208546109	38	337	7	1.15671574383525	FALSE	0.0207715133531157	6.05161642979853
KEGG_VIRAL_MYOCARDITIS	DPYSL2	0.117662527162244	0.125480021773599	58	248	7	1.29925029355975	FALSE	0.0282258064516129	5.38772246941046
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CTSO	0.11774803234618	0.125538370260296	76	265	9	1.81916719356878	FALSE	0.0339622641509434	4.94731876861966
KEGG_HEMATOPOIETIC_CELL_LINEAGE	TRIM22	0.11872822038152	0.126550314900773	76	628	16	4.31108300966489	FALSE	0.0254777070063694	3.71136439825679
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	DPYD	0.119819911052033	0.12768054818587	103	350	14	3.25625508084184	FALSE	0.04	4.29941747572816
KEGG_VIRAL_MYOCARDITIS	CD33	0.121611132118268	0.129555418250895	58	237	9	1.24162225634541	FALSE	0.0379746835443038	7.24858140549978
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PALM2-AKAP2	0.122491947655155	0.130459684062191	76	374	10	2.56742841658387	FALSE	0.0267379679144385	3.89494793132564
KEGG_ASTHMA	TIMP1	0.122973720368939	0.130938589173196	25	774	8	1.74780959262939	FALSE	0.0103359173126615	4.57715762273902
KEGG_PRIMARY_IMMUNODEFICIENCY	HLA-E	0.123243996927382	0.131192108478573	32	933	12	2.69677535904616	FALSE	0.0128617363344051	4.44975884244373
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CCNG2	0.123281249081407	0.131197507832132	103	223	10	2.07469966579351	FALSE	0.0448430493273543	4.81997474857417
KEGG_TYPE_I_DIABETES_MELLITUS,..	MPP1	0.124535548306752	0.132497763686489	47	280	7	1.18869117514226	FALSE	0.025	5.88882978723404
KEGG_VIRAL_MYOCARDITIS	WDR1	0.125278823155346	0.133253786069487	58	422	11	2.21082106404119	FALSE	0.0260663507109005	4.97552704690309
KEGG_HEMATOPOIETIC_CELL_LINEAGE	UBE2L6	0.127997090692609	0.136109582356225	76	558	15	3.83054827928823	FALSE	0.0268817204301075	3.91588851160158
KEGG_TYPE_I_DIABETES_MELLITUS,..	ADAR	0.128178170824193	0.136266597770595	47	322	9	1.3669948514136	FALSE	0.0279503105590062	6.58378485529272
KEGG_TYPE_I_DIABETES_MELLITUS,..	ANXA5	0.128298458802692	0.13635891984843	47	800	14	3.39626050040647	FALSE	0.0175	4.12218085106383
KEGG_VIRAL_MYOCARDITIS	VCAN	0.128579368282343	0.136621861998205	58	631	14	3.30575377111372	FALSE	0.0221870047543582	4.2350401661293
KEGG_VIRAL_MYOCARDITIS	BASP1	0.128787118029625	0.136806951591136	58	229	7	1.19971095655316	FALSE	0.0305676855895196	5.83473874416504
KEGG_VIRAL_MYOCARDITIS	MYO9B	0.129338921478632	0.137357328176187	58	247	7	1.29401138108572	FALSE	0.0283400809716599	5.40953511098702
KEGG_TYPE_I_DIABETES_MELLITUS,..	RRAS	0.129805079374704	0.137816486617362	47	288	7	1.22265378014633	FALSE	0.0243055555555556	5.7252511820331
KEGG_VIRAL_MYOCARDITIS	FBN1	0.130563066504156	0.138585165878012	58	205	7	1.07397705717641	FALSE	0.0341463414634146	6.51783010933558
KEGG_VIRAL_MYOCARDITIS	PDE4B	0.131439912212679	0.139479573683262	58	230	7	1.20494986902719	FALSE	0.0304347826086957	5.80937031484258
KEGG_HEMATOPOIETIC_CELL_LINEAGE	IFI44	0.131816616046157	0.139842920536087	76	454	14	3.11661096558576	FALSE	0.0308370044052863	4.4920588917227
KEGG_VIRAL_MYOCARDITIS	ANXA2	0.131858355245506	0.139850810181043	58	547	12	2.8656851232951	FALSE	0.0219378427787934	4.18748030006934
KEGG_HEMATOPOIETIC_CELL_LINEAGE	RAB27A	0.132174364108688	0.140149514296781	76	523	14	3.5902809140999	FALSE	0.0267686424474187	3.89941632283385
KEGG_CELL_ADHESION_MOLECULES_CAMS	GNG11	0.133582137083719	0.141605401167531	95	220	9	1.88781501219402	FALSE	0.0409090909090909	4.76741626794258
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	DUSP5	0.133638018753777	0.141627814520184	103	581	17	5.40538343419745	FALSE	0.0292598967297762	3.14501278345003
KEGG_CELL_ADHESION_MOLECULES_CAMS	HEG1	0.134654813356318	0.142668314463022	95	262	11	2.24821605997652	FALSE	0.0419847328244275	4.89276817999196
KEGG_PRIMARY_IMMUNODEFICIENCY	C1QA	0.135183298642298	0.143191038858054	32	422	7	1.2197633456779	FALSE	0.0165876777251185	5.73881812796209
KEGG_VIRAL_MYOCARDITIS	MAPKAPK2	0.13670586187421	0.144766181522378	58	242	7	1.26781681871556	FALSE	0.0289256198347107	5.52130236534625
KEGG_TYPE_I_DIABETES_MELLITUS,..	KLF6	0.13917106679109	0.147338467750526	47	583	11	2.47502483967121	FALSE	0.0188679245283019	4.44439983942192
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	WDR1	0.140514008924571	0.14872160290381	103	422	14	3.92611326890073	FALSE	0.033175355450237	3.56586757465605
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	AP1S2	0.140995955602138	0.149192969371897	103	383	15	3.5632734170355	FALSE	0.0391644908616188	4.20961241096099
KEGG_PRIMARY_IMMUNODEFICIENCY	FXYD5	0.143360080970749	0.151655176470614	32	446	7	1.28913377292024	FALSE	0.015695067264574	5.43000280269058
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	DPYD	0.14371639329535	0.151992668084343	38	350	7	1.20133682594165	FALSE	0.02	5.82684210526316
KEGG_PRIMARY_IMMUNODEFICIENCY	SAMSN1	0.146961886415566	0.155384753868325	32	712	10	2.0579893415229	FALSE	0.0140449438202247	4.85911165730337
KEGG_VIRAL_MYOCARDITIS	UGCG	0.15136136231084	0.159994885699065	58	368	9	1.9279197904435	FALSE	0.0244565217391304	4.6682440029985
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	LIPA	0.152930895322786	0.161612042568948	103	321	13	2.98645108842923	FALSE	0.0404984423676012	4.35299277137586
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	F13A1	0.155207395171611	0.163975265642564	103	352	13	3.27486225273236	FALSE	0.0369318181818182	3.9696326125331
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	PEA15	0.158777990325001	0.167704110506485	38	522	8	1.79170806611869	FALSE	0.0153256704980843	4.46501310748135
KEGG_CELL_ADHESION_MOLECULES_CAMS	SIRPA	0.160409718506952	0.169383688773075	95	318	12	2.72875079035318	FALSE	0.0377358490566038	4.39761668321748
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GLRX	0.163251323207118	0.172339628357177	38	425	9	1.45876614578629	FALSE	0.0211764705882353	6.16959752321981
KEGG_HEMATOPOIETIC_CELL_LINEAGE	LOC391020	0.164075697492229	0.173165057902102	76	337	11	2.31343148767049	FALSE	0.0326409495548961	4.75484148055599
KEGG_CELL_ADHESION_MOLECULES_CAMS	CHST11	0.164628343797084	0.173703353431861	95	234	10	2.00794869478819	FALSE	0.0427350427350427	4.98020692757535
KEGG_CELL_ADHESION_MOLECULES_CAMS	RIN2	0.165723411581396	0.174813544377063	95	241	10	2.06801553608527	FALSE	0.04149377593361	4.83555361432627
KEGG_PRIMARY_IMMUNODEFICIENCY	C3AR1	0.166654340960763	0.17575006417409	32	724	10	2.09267455514407	FALSE	0.0138121546961326	4.77857389502762
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	IGFBP7	0.167944126835802	0.17706444404178	103	580	17	5.39607984825219	FALSE	0.0293103448275862	3.15043521928356
KEGG_ASTHMA	SPARC	0.169009246357859	0.178141338521455	25	694	9	1.56715743835245	FALSE	0.0129682997118156	5.7428818443804
KEGG_CELL_ADHESION_MOLECULES_CAMS	MPP1	0.170028490175781	0.179169334310329	95	280	11	2.4026736518833	FALSE	0.0392857142857143	4.57823308270677
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	DAB2	0.171131754142229	0.180241603689568	103	724	19	6.73579622436998	FALSE	0.0262430939226519	2.82075041570563
KEGG_PRIMARY_IMMUNODEFICIENCY	PSMB8	0.17113447335843	0.180241603689568	32	477	7	1.3787372414416	FALSE	0.0146750524109015	5.07710953878407
KEGG_HEMATOPOIETIC_CELL_LINEAGE	TFPI	0.171195510962752	0.180259322880976	76	528	14	3.62460482341252	FALSE	0.0265151515151515	3.86249003189793
KEGG_PRIMARY_IMMUNODEFICIENCY	PTGER4	0.171492998904909	0.180525937654354	32	469	7	1.35561376569416	FALSE	0.0149253731343284	5.16371268656716
KEGG_VIRAL_MYOCARDITIS	ATP6AP1	0.172468610896946	0.181506072954788	58	362	9	1.89648631559931	FALSE	0.0248618784530387	4.74561821299295
KEGG_CELL_ADHESION_MOLECULES_CAMS	CAP1	0.173412327325526	0.182452144130624	95	536	16	4.59940384789089	FALSE	0.0298507462686567	3.47871170463472
KEGG_CELL_ADHESION_MOLECULES_CAMS	PIM1	0.173667222438685	0.182673185212208	95	314	12	2.69442688104056	FALSE	0.0382165605095541	4.45363727790815
KEGG_VIRAL_MYOCARDITIS	RGCC	0.175630787430384	0.184690926064915	58	267	7	1.39878963056634	FALSE	0.0262172284644195	5.00432648844117
KEGG_TYPE_I_DIABETES_MELLITUS,..	ANXA1	0.177550255188334	0.186661266220433	47	743	13	3.15427693975251	FALSE	0.0174966352624495	4.12138827639529
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	IL1R1	0.180001956025092	0.189189990903403	38	408	7	1.40041549995484	FALSE	0.017156862745098	4.9985165118679
KEGG_VIRAL_MYOCARDITIS	ALDH2	0.183229656945494	0.192532812207933	58	248	7	1.29925029355975	FALSE	0.0282258064516129	5.38772246941046
KEGG_VIRAL_MYOCARDITIS	STAT6	0.184424533115388	0.193738423476278	58	240	7	1.2573389937675	FALSE	0.0291666666666667	5.56731321839081
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	ATP6V1B2	0.185005032228236	0.194298175269067	103	365	13	3.39580887002078	FALSE	0.0356164383561644	3.82824843729219
KEGG_HEMATOPOIETIC_CELL_LINEAGE	MAFF	0.191268654727786	0.200824698770328	76	356	11	2.44386234305844	FALSE	0.0308988764044944	4.50107185097575
KEGG_CELL_ADHESION_MOLECULES_CAMS	RALB	0.193064925174889	0.202658522126164	95	227	9	1.9478818534911	FALSE	0.039647577092511	4.6204034314862
KEGG_VIRAL_MYOCARDITIS	CNPY3	0.193967778839197	0.203553831229705	58	261	7	1.36735615572216	FALSE	0.0268199233716475	5.1193684766812
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	NAGA	0.194457062655093	0.204014782409885	103	217	10	2.01887815012194	FALSE	0.0460829493087558	4.95324593977898
KEGG_HEMATOPOIETIC_CELL_LINEAGE	IFI35	0.196237676401357	0.205829947694451	76	579	15	3.97470869840123	FALSE	0.0259067357512953	3.77386146713935
KEGG_TYPE_I_DIABETES_MELLITUS,..	GCH1	0.198907584039154	0.208576702707724	47	637	12	2.70427242344865	FALSE	0.0188383045525903	4.43742275961121
KEGG_TYPE_I_DIABETES_MELLITUS,..	CAP1	0.199327167067373	0.208962936521903	47	536	10	2.27549453527233	FALSE	0.0186567164179104	4.39464909495078
KEGG_HEMATOPOIETIC_CELL_LINEAGE	STK17B	0.200684437541563	0.210331735695875	76	332	11	2.27910757835787	FALSE	0.0331325301204819	4.8264505389981
KEGG_TYPE_I_DIABETES_MELLITUS,..	STK17B	0.201428631262278	0.211057447868493	47	332	7	1.40944810766868	FALSE	0.0210843373493976	4.96648295308895
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PML	0.202331114803593	0.2119486009903	76	359	11	2.46445668864601	FALSE	0.0306406685236769	4.4634584371793
KEGG_HEMATOPOIETIC_CELL_LINEAGE	MIR22HG	0.203005052961962	0.21259994886358	76	210	7	1.44160419112998	FALSE	0.0333333333333333	4.85570175438597
KEGG_TYPE_I_DIABETES_MELLITUS,..	CD302	0.204028697281131	0.213617102931477	47	349	7	1.48161864330232	FALSE	0.0200573065902579	4.72456258001585
