NODE	LABEL	COLOR	SIZE	SHAPE	SECTOR	URL	MODULE	KD_MODULE	KD_TOP_MODULE	KD_BORDER_COLOR	KD_subnetwork_shown	LABELSIZE
PRDM1	PRDM1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PRELP	PRELP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PREX1	PREX1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PRF1	PRF1	#B2C0FF	100	Diamond	1:FF9F7F,1:F6FF7F,1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1,1&chco=FF9F7F|F6FF7F|B2C0FF	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PRKCB	PRKCB	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
PRKCD	PRKCD	#CEB2FF	100	Diamond	1:CEB2FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=CEB2FF	KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
PRKCH	PRKCH	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PRKCQ	PRKCQ	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PRKD2	PRKD2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PRNP	PRNP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PROK2	PROK2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PSAP	PSAP	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
PSD4	PSD4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PSMB10	PSMB10	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
PSMB8	PSMB8	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
PSMB9	PSMB9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PSME1	PSME1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PSME2	PSME2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
PSTPIP1	PSTPIP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PSTPIP2	PSTPIP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTAFR	PTAFR	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PTEN	PTEN	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTGDR	PTGDR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTGDS	PTGDS	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTGER2	PTGER2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTGER4	PTGER4	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
PTGIR	PTGIR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTGS1	PTGS1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PTGS2	PTGS2	#cfcfcf	100	Diamond				KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
PTK2B	PTK2B	#F6FF7F	100	Ellipse	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	Not a KD	Not a KD	Not a KD	Not a KD	12
PTP4A2	PTP4A2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPN12	PTPN12	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPN18	PTPN18	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPN2	PTPN2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPN22	PTPN22	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
PTPN6	PTPN6	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
PTPN7	PTPN7	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPRC	PTPRC	#ABFFDC	200	Diamond	1:FFD47F,1:ABFFDC	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=FFD47F|ABFFDC	KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	YES	30
PTPRCAP	PTPRCAP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPRE	PTPRE	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
PTPRJ	PTPRJ	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTPRO	PTPRO	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTRF	PTRF	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
PTTG1IP	PTTG1IP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PTX3	PTX3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
PVRIG	PVRIG	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
PYCARD	PYCARD	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
PYGL	PYGL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
QSOX1	QSOX1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RAB20	RAB20	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAB27A	RAB27A	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
RAB29	RAB29	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RAB31	RAB31	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RAB32	RAB32	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RAB33A	RAB33A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAB8B	RAB8B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAB9A	RAB9A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAC2	RAC2	#F6FF7F	100	Diamond	1:FF9F7F,1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1,1&chco=FF9F7F|F6FF7F	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
RALA	RALA	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RALB	RALB	#cfcfcf	100	Diamond				KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
RAP1B	RAP1B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAP2A	RAP2A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RAP2B	RAP2B	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RARRES1	RARRES1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RARRES3	RARRES3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
RASGRP1	RASGRP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RASGRP2	RASGRP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RASSF2	RASSF2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
RASSF4	RASSF4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RBCK1	RBCK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RBL2	RBL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RBM47	RBM47	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RBMS1	RBMS1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RBPMS	RBPMS	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RCAN1	RCAN1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RCBTB2	RCBTB2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RCN1	RCN1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RCSD1	RCSD1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RECQL	RECQL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
REL	REL	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
RELB	RELB	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RENBP	RENBP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RFTN1	RFTN1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RFX5	RFX5	#FFD47F	100	Ellipse	1:FFD47F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=FFD47F	KEGG_PRIMARY_IMMUNODEFICIENCY	Not a KD	Not a KD	Not a KD	Not a KD	12
RGCC	RGCC	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGL1	RGL1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
RGS1	RGS1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RGS10	RGS10	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGS13	RGS13	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGS14	RGS14	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGS16	RGS16	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGS18	RGS18	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RGS19	RGS19	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RGS2	RGS2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RHBDF2	RHBDF2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RHOF	RHOF	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RHOG	RHOG	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
RHOH	RHOH	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
RHOQ	RHOQ	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RILPL2	RILPL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RIN2	RIN2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RIN3	RIN3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RIPK1	RIPK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RIPK2	RIPK2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
RIT1	RIT1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNASE1	RNASE1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNASE4	RNASE4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNASE6	RNASE6	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
RNASEL	RNASEL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
RNASET2	RNASET2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
